Index,Variant,"Region, subregion, country or area *",Notes,Location code,ISO3 Alpha-code,ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100+
10661,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1950.0,181.744,173.751,168.6835,155.465,145.1175,154.4145,157.9325,154.323,152.0195,150.6035,149.3925,146.5285,146.605,144.9185,146.3135,147.23,149.428,152.8155,152.759,156.7115,158.0375,155.877,154.7195,154.7915,160.1085,156.4985,155.013,160.174,159.844,156.9855,145.124,105.6895,76.0275,77.273,91.2075,127.2675,149.761,152.0605,150.1825,147.9315,148.375,145.2395,141.6585,136.1245,129.609,126.679,127.869,129.5125,126.4205,125.344,122.8935,117.229,114.265,109.082,104.4495,99.195,94.968,91.1925,84.159,76.64,74.9855,79.0525,77.5475,73.532,71.295,69.1685,66.4165,63.2785,57.597,53.127,49.8295,45.282,41.6765,38.799,36.891,32.2935,26.912,24.152,21.1925,19.5695,17.123,13.8935,11.181,9.3125,7.832,6.108,4.8455,3.7755,2.639,2.0425,1.444,0.8995,0.623,0.454,0.2855,0.172,0.103,0.064,0.041,0.022,0.0215
10662,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1951.0,182.1035,177.344,172.8755,168.2825,155.256,144.968,154.304,157.836,154.149,151.846,150.5165,149.252,146.373,146.2115,144.6465,146.022,146.904,149.0685,152.3415,152.259,156.1865,157.5735,155.5395,154.331,154.451,159.7615,156.1325,154.5915,159.733,159.451,156.575,144.7375,105.436,75.828,77.072,90.932,126.866,149.24,151.527,149.641,147.3735,147.7605,144.613,141.0115,135.4525,128.959,125.968,127.095,128.5735,125.4625,124.331,121.7975,116.1425,113.048,107.8935,103.1655,97.94,93.6955,89.79,82.7245,75.314,73.5995,77.204,75.6075,71.6615,69.312,67.004,64.2235,60.855,55.277,50.8525,47.3965,42.9,39.219,36.319,34.182,29.763,24.6495,21.72,19.0225,17.423,14.9735,11.9655,9.534,7.742,6.4025,4.873,3.8175,2.8905,2.0055,1.517,1.038,0.644,0.4455,0.297,0.187,0.1065,0.0575,0.04,0.0215,0.0195
10663,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1952.0,178.101,178.034,176.562,172.535,168.094,155.165,144.9115,154.347,157.829,154.153,151.745,150.5465,149.1945,146.1505,145.917,144.373,145.7075,146.578,148.6945,151.838,151.7625,155.711,157.2285,155.2345,154.0235,154.201,159.478,155.8265,154.2205,159.352,159.106,156.2005,144.4155,105.2965,75.629,76.8635,90.6845,126.4315,148.78,151.0105,149.1345,146.8475,147.165,144.134,140.3545,134.7865,128.3115,125.2635,126.2125,127.6405,124.4945,123.3005,120.6405,114.9975,111.782,106.6195,101.8395,96.5715,92.342,88.32,81.267,73.9485,72.096,75.4025,73.4985,69.658,67.1205,64.704,61.777,58.3485,52.803,48.369,44.803,40.3605,36.56,33.6235,31.408,27.104,22.122,19.4085,16.572,15.1565,12.694,10.1095,7.8435,6.2445,5.0295,3.7705,2.871,2.129,1.429,1.045,0.7195,0.4385,0.2815,0.1845,0.112,0.059,0.0345,0.0215,0.0175
10664,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1953.0,186.706,174.4385,177.349,176.2375,172.306,167.983,155.16,144.9605,154.515,158.041,154.196,151.7625,150.616,149.1355,146.039,145.626,144.1015,145.417,146.27,148.3835,151.428,151.378,155.358,156.9665,154.9975,153.7805,154.047,159.373,155.648,153.9035,159.026,158.799,155.8775,144.2225,105.212,75.4555,76.7035,90.459,126.0765,148.3565,150.517,148.6785,146.331,146.6935,143.664,139.7055,134.124,127.713,124.5155,125.407,126.699,123.531,122.177,119.4935,113.817,110.5065,105.281,100.42,95.161,90.9185,86.7615,79.6985,72.452,70.715,73.5785,71.2895,67.4995,64.838,62.2745,59.2155,55.6925,50.143,45.6555,42.0315,37.603,33.755,30.73,28.3995,24.2245,19.6285,16.499,14.276,12.778,10.521,8.2395,6.246,4.834,3.829,2.8205,2.092,1.459,0.948,0.69,0.4555,0.2805,0.174,0.1055,0.065,0.0245,0.019,0.0165
10665,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1954.0,204.47,183.074,173.778,177.0265,176.011,172.163,167.958,155.284,145.111,154.777,158.307,154.2315,151.8035,150.6505,149.094,145.96,145.336,143.827,145.1185,145.998,148.0645,151.0555,151.035,155.0545,156.7515,154.837,153.6545,153.989,159.348,155.4875,153.607,158.7675,158.5625,155.6165,144.128,105.064,75.3245,76.57,90.249,125.7825,147.972,150.055,148.204,145.827,146.2185,143.1495,139.0925,133.4935,127.083,123.798,124.5625,125.7645,122.5035,121.134,118.4145,112.672,109.1795,103.895,98.9495,93.6855,89.39,85.137,78.009,70.996,69.3365,71.5235,68.9995,65.2805,62.4275,59.693,56.5005,52.8355,47.278,42.7945,39.1945,34.7225,30.8105,27.792,25.3445,21.44,17.0015,14.104,12.064,10.5675,8.485,6.586,4.8445,3.699,2.8435,2.0455,1.4325,0.998,0.629,0.447,0.2825,0.177,0.1035,0.065,0.031,0.0145,0.014
10666,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1955.0,206.249,201.3295,182.51,173.519,176.84,175.8815,172.053,168.0755,155.366,145.3005,155.0735,158.6115,154.346,151.827,150.7765,149.085,145.884,145.025,143.541,144.853,145.7115,147.7715,150.6895,150.708,154.785,156.5695,154.717,153.4825,153.9455,159.3055,155.3205,153.4105,158.5455,158.3685,155.3775,143.963,105.063,75.188,76.421,90.0625,125.5055,147.5405,149.629,147.734,145.302,145.7155,142.636,138.4605,132.8375,126.484,123.0565,123.7355,124.7905,121.5405,120.0805,117.363,111.4685,107.788,102.453,97.4865,92.147,87.8725,83.451,76.3215,69.4575,67.796,69.4465,66.7815,63.005,60.0415,57.1085,53.8205,50.015,44.504,40.062,36.495,32.0125,28.1415,25.0675,22.6525,18.852,14.8055,12.0545,10.1745,8.6905,6.9595,5.2755,3.816,2.8185,2.1175,1.493,1.043,0.7,0.4505,0.2855,0.1825,0.1145,0.066,0.0395,0.0195,0.015
10667,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1956.0,191.9805,202.7215,199.977,181.498,172.6905,176.0755,175.078,171.3085,167.3755,154.636,144.543,154.056,157.4165,152.718,150.218,148.702,146.89,142.9275,141.1055,139.269,140.168,142.471,144.942,147.773,147.9575,152.2555,154.152,152.532,151.485,152.102,157.49,153.4835,151.7725,156.8975,156.7405,153.8295,142.685,103.985,74.3865,75.697,89.3015,124.4885,146.3425,148.34,146.4755,144.1385,144.514,141.621,137.299,131.765,125.4915,121.9405,122.5945,123.5035,120.3025,118.7865,115.9995,110.0245,106.2305,100.862,95.7775,90.476,86.164,81.622,74.508,67.7975,66.075,67.32,64.4375,60.6525,57.538,54.4675,51.1,47.133,41.7065,37.395,33.8255,29.292,25.5145,22.528,20.0705,16.52,12.76,10.2145,8.4705,7.1915,5.612,4.2025,2.956,2.1295,1.5795,1.09,0.736,0.4885,0.2995,0.187,0.122,0.0715,0.04,0.024,0.0215
10668,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1957.0,171.9455,188.4305,201.1625,198.667,180.396,171.684,175.026,174.021,170.1575,166.2005,153.329,142.947,152.2145,155.431,150.5225,147.9345,146.078,143.74,138.7075,136.128,133.822,136.0575,138.974,141.5655,144.4365,144.9185,149.262,151.4725,150.098,149.1475,149.8485,155.2655,151.504,149.7865,154.884,154.771,151.9895,141.193,102.8565,73.4525,74.7805,88.223,123.0985,144.82,146.806,145.079,142.597,143.0855,140.176,135.812,130.4375,124.1605,120.554,121.1125,121.9555,118.7235,117.172,114.3245,108.283,104.359,98.934,93.8245,88.496,84.1785,79.53,72.386,65.8625,64.036,64.8315,61.815,57.8965,54.78,51.544,48.03,44.0355,38.6885,34.5325,30.8635,26.488,22.8075,20.013,17.5675,14.2345,10.7875,8.496,6.9415,5.7575,4.461,3.2495,2.2275,1.5735,1.134,0.7585,0.499,0.319,0.203,0.123,0.073,0.04,0.024,0.025
10669,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1958.0,156.1005,169.198,187.7225,200.6345,198.238,180.027,171.3315,174.64,173.6045,169.703,165.791,152.908,142.5025,151.804,155.068,150.306,147.5215,145.758,143.285,137.959,135.2465,132.8095,135.2395,138.314,140.821,143.6685,144.187,148.521,150.8845,149.5995,148.619,149.328,154.745,150.9945,149.132,154.2295,154.1345,151.3855,140.603,102.4405,73.077,74.397,87.764,122.415,144.009,146.0165,144.1695,141.603,142.0835,139.1735,134.7285,129.363,123.0305,119.3745,119.773,120.488,117.2635,115.597,112.664,106.556,102.4435,97.0555,91.786,86.463,82.1205,77.316,70.227,63.8085,61.885,62.2485,59.0455,55.208,51.8705,48.5085,44.9175,40.861,35.695,31.6745,28.0195,23.7385,20.273,17.549,15.213,12.1205,9.056,6.989,5.6045,4.588,3.4945,2.4755,1.674,1.157,0.802,0.524,0.338,0.2135,0.1295,0.0785,0.044,0.0255,0.026
10670,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1959.0,148.9215,153.9675,168.7765,187.505,200.49,198.11,179.9275,171.2435,174.57,173.524,169.622,165.735,152.859,142.4855,151.781,155.076,150.218,147.5555,145.754,143.3455,137.997,135.209,132.8185,135.221,138.2475,140.6605,143.501,144.002,148.35,150.8275,149.47,148.4995,149.184,154.5615,150.734,148.9045,153.9515,153.8775,151.0405,140.3195,102.1615,72.8785,74.1935,87.4815,121.9245,143.4685,145.41,143.555,140.8725,141.385,138.326,133.81,128.435,122.047,118.2915,118.536,119.1475,115.8725,114.0445,111.0365,104.734,100.6925,95.0605,89.7995,84.497,79.9585,75.0745,68.0415,61.687,59.567,59.5675,56.4075,52.2905,48.953,45.4605,41.821,37.5985,32.733,28.7045,25.2515,21.284,17.7145,15.1545,12.967,10.119,7.4575,5.6595,4.4735,3.5355,2.664,1.8395,1.239,0.812,0.565,0.3575,0.225,0.133,0.0885,0.051,0.0285,0.03
10671,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1960.0,143.168,147.1755,153.6055,168.592,187.367,200.4475,198.124,179.927,171.257,174.444,173.3595,169.4555,165.598,152.7045,142.3375,151.6245,154.8905,150.086,147.4015,145.5985,143.1585,137.8605,135.082,132.8025,135.103,138.1325,140.5145,143.3685,143.835,148.1945,150.6595,149.295,148.2645,148.944,154.2785,150.4855,148.6185,153.6445,153.5375,150.708,139.932,101.8905,72.662,73.98,87.1665,121.4715,142.891,144.7735,142.8395,140.1385,140.538,137.41,132.831,127.395,120.9885,117.0975,117.2525,117.7115,114.346,112.3675,109.2315,102.931,98.759,93.127,87.771,82.355,77.727,72.7235,65.7085,59.4045,57.0625,56.8945,53.443,49.3115,45.911,42.2655,38.499,34.35,29.593,25.7785,22.427,18.609,15.2415,12.866,10.8095,8.264,6.026,4.4925,3.377,2.674,1.9395,1.336,0.8645,0.56,0.3715,0.2265,0.1425,0.0855,0.0545,0.032,0.031
10672,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1961.0,137.997,141.7685,146.8515,153.4625,168.478,187.334,200.554,198.241,180.0185,171.2385,174.242,173.1215,169.253,165.399,152.5005,142.124,151.3525,154.6005,149.809,147.1175,145.264,142.8545,137.614,134.947,132.707,134.9485,137.9635,140.343,143.177,143.6325,148.0085,150.4625,149.0335,147.9905,148.623,153.981,150.1785,148.3105,153.2875,153.1745,150.3225,139.554,101.587,72.4255,73.706,86.851,120.995,142.238,144.107,142.137,139.3445,139.661,136.4565,131.82,126.3225,119.8625,115.8715,115.9345,116.258,112.8195,110.672,107.4725,101.147,96.839,91.1185,85.7375,80.203,75.4585,70.448,63.4265,57.125,54.5545,54.112,50.502,46.3835,42.8055,39.132,35.388,31.2505,26.646,23.058,19.7385,16.1015,13.034,10.811,8.886,6.731,4.8175,3.4785,2.5915,1.995,1.4155,0.9555,0.607,0.382,0.23,0.1485,0.092,0.052,0.035,0.0285
10673,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1962.0,130.028,136.7255,141.486,146.697,153.37,168.3915,187.318,200.6655,198.352,180.124,171.2125,174.0365,172.891,169.0425,165.1935,152.2835,141.8905,151.077,154.292,149.523,146.8265,144.9305,142.5465,137.367,134.82,132.6155,134.796,137.7945,140.1655,142.972,143.446,147.8155,150.223,148.7805,147.692,148.309,153.642,149.8395,147.994,152.9155,152.805,149.92,139.1515,101.237,72.162,73.426,86.495,120.436,141.568,143.415,141.3435,138.5195,138.721,135.4205,130.696,125.1215,118.5965,114.568,114.4645,114.7185,111.1365,108.8595,105.538,99.1005,94.7605,89.003,83.481,77.857,73.079,67.9545,60.94,54.5455,51.95,51.093,47.441,43.2515,39.5755,35.908,32.0705,28.1115,23.753,20.237,17.011,13.621,10.811,8.8185,7.133,5.2515,3.7,2.6435,1.927,1.423,0.97,0.658,0.395,0.233,0.139,0.0965,0.052,0.028,0.0255
10674,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1963.0,126.2275,128.798,136.4505,141.369,146.5875,153.317,168.316,187.315,200.7845,198.486,180.2325,171.1895,173.8475,172.6555,168.8225,164.9715,152.0535,141.6465,150.773,153.953,149.2335,146.525,144.5935,142.2375,137.1325,134.702,132.5205,134.6345,137.6175,139.976,142.7775,143.246,147.595,149.97,148.5065,147.3915,147.958,153.2685,149.529,147.653,152.5265,152.395,149.49,138.687,100.897,71.868,73.0755,86.1,119.8425,140.865,142.6185,140.5075,137.6175,137.7155,134.2695,129.439,123.8095,117.2715,113.1295,112.8865,113.0125,109.3015,106.863,103.405,96.9295,92.52,86.6185,81.0145,75.395,70.466,65.265,58.2495,51.9445,49.0965,47.9765,44.235,40.04,36.2685,32.5995,28.781,25.0295,20.9075,17.524,14.3925,11.3635,8.879,7.043,5.5545,4.044,2.7715,1.9575,1.3735,0.9685,0.6675,0.4205,0.2435,0.142,0.089,0.053,0.0245,0.0225
10675,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1964.0,127.566,125.2455,128.586,136.352,141.3,146.51,153.2715,168.2495,187.32,200.9175,198.631,180.351,171.1835,173.661,172.4195,168.589,164.7515,151.8065,141.382,150.4525,153.621,148.9465,146.224,144.2505,141.943,136.8965,134.578,132.423,134.472,137.4375,139.7845,142.5865,143.04,147.361,149.7135,148.2425,147.072,147.6195,152.9145,149.1795,147.292,152.123,151.9675,149.047,138.2485,100.5475,71.5175,72.7435,85.6775,119.2315,140.0665,141.769,139.623,136.6955,136.6225,133.085,128.154,122.473,115.8715,111.6015,111.2435,111.231,107.3795,104.789,101.178,94.667,90.1265,84.113,78.5435,72.747,67.8075,62.4915,55.553,49.26,46.289,44.952,41.1795,36.876,33.1775,29.4325,26.0195,22.161,18.3185,15.1135,12.2435,9.4605,7.242,5.632,4.3665,3.081,2.088,1.4365,0.983,0.6915,0.4465,0.284,0.1605,0.0935,0.055,0.029,0.0235
10676,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1965.0,128.0605,126.6585,125.08,128.4735,136.3015,141.2585,146.439,153.2205,168.1845,187.331,201.064,198.782,180.478,171.172,173.4685,172.1645,168.3745,164.507,151.5605,141.1185,150.1385,153.3005,148.6735,145.932,143.9205,141.65,136.6645,134.454,132.3175,134.32,137.2595,139.589,142.3805,142.8315,147.1245,149.4645,147.9605,146.7405,147.2735,152.5235,148.802,146.9105,151.6765,151.5275,148.5825,137.789,100.119,71.1965,72.3945,85.211,118.5465,139.238,140.854,138.6745,135.6595,135.471,131.7865,126.7635,120.9725,114.3085,109.917,109.4515,109.2585,105.297,102.5485,98.813,92.1555,87.5225,81.4805,75.7355,69.88,64.8115,59.5225,52.573,46.361,43.3435,41.713,37.8605,33.551,29.9045,26.105,22.8515,19.26,15.697,12.7075,10.101,7.6505,5.7215,4.391,3.328,2.2865,1.506,1.02,0.672,0.4595,0.2965,0.19,0.095,0.0575,0.0325,0.026
10677,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1966.0,131.072,127.2805,126.4495,124.995,128.422,136.2625,141.2275,146.373,153.1865,168.137,187.345,201.213,198.934,180.5895,171.146,173.258,171.9235,168.125,164.2555,151.29,140.862,149.8275,152.992,148.4,145.646,143.604,141.3705,136.4225,134.332,132.2265,134.1595,137.0625,139.399,142.18,142.5975,146.877,149.21,147.6345,146.415,146.8705,152.135,148.4135,146.4875,151.2,151.0365,148.0805,137.253,99.708,70.8475,71.9975,84.7345,117.8305,138.324,139.8795,137.5875,134.5715,134.189,130.3955,125.218,119.349,112.6565,108.144,107.5265,107.1795,103.0505,100.1605,96.2215,89.548,84.8285,78.6045,72.787,66.873,61.701,56.421,49.571,43.4135,40.26,38.4645,34.5335,30.3055,26.518,22.957,19.881,16.54,13.2425,10.6005,8.184,6.075,4.5315,3.376,2.4855,1.6695,1.07,0.706,0.4635,0.2995,0.2005,0.114,0.0515,0.03,0.0275
10678,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1967.0,138.792,130.245,127.1005,126.3275,124.9675,128.3665,136.2405,141.2025,146.3095,153.165,168.0935,187.365,201.347,199.0785,180.691,171.1225,173.0405,171.6435,167.858,163.981,151.0335,140.588,149.526,152.6505,148.1245,145.3495,143.3025,141.061,136.198,134.193,132.1255,133.971,136.869,139.205,141.939,142.3635,146.6455,148.919,147.3245,146.0375,146.482,151.706,147.9825,146.0325,150.7125,150.5035,147.503,136.684,99.2145,70.47,71.5855,84.1955,117.063,137.3455,138.7935,136.487,133.356,132.81,128.836,123.5805,117.677,110.853,106.236,105.4415,104.869,100.658,97.6265,93.495,86.77,81.85,75.5935,69.704,63.7225,58.4875,53.2415,46.4465,40.406,37.1975,35.18,31.336,27.3075,23.3805,20.0585,17.1465,14.05,11.1035,8.6765,6.6115,4.8405,3.5145,2.5805,1.846,1.193,0.766,0.49,0.3095,0.202,0.131,0.0655,0.027,0.0295
10679,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1968.0,146.8435,137.9575,129.959,126.9935,126.251,124.9415,128.326,136.2255,141.1755,146.2515,153.1365,168.0415,187.37,201.48,199.2055,180.785,171.0665,172.8,171.346,167.562,163.7085,150.7685,140.32,149.1875,152.311,147.8295,145.061,142.955,140.7655,135.9575,134.042,131.9925,133.783,136.657,138.973,141.7135,142.107,146.3615,148.619,146.956,145.633,146.0185,151.2335,147.512,145.5315,150.1395,149.884,146.8735,136.0475,98.688,70.029,71.125,83.6465,116.2165,136.2685,137.609,135.2085,131.997,131.2055,127.153,121.7945,115.703,108.868,104.113,103.038,102.3555,97.9655,94.7245,90.455,83.6695,78.5675,72.2825,66.2745,60.2555,55.0465,49.7595,43.1285,37.18,33.8645,31.7525,27.51,23.9675,20.2575,17.1295,14.4055,11.658,9.037,6.9835,5.1515,3.663,2.667,1.8725,1.313,0.8195,0.5235,0.311,0.1935,0.1255,0.079,0.035,0.032
10680,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1969.0,149.4825,146.418,137.6635,129.7735,126.92,126.1835,124.9305,128.2985,136.219,141.151,146.1855,153.1065,167.9875,187.3725,201.6065,199.32,180.858,171.005,172.5355,171.016,167.2665,163.444,150.492,140.0455,148.8555,151.965,147.536,144.7455,142.626,140.4655,135.696,133.8845,131.8605,133.5745,136.4325,138.733,141.436,141.8155,146.0605,148.2765,146.5755,145.1775,145.5425,150.6965,146.952,144.985,149.5,149.236,146.1835,135.3535,98.069,69.587,70.6165,82.9885,115.244,135.0455,136.2695,133.7815,130.4115,129.485,125.272,119.73,113.5975,106.684,101.7485,100.4675,99.5105,94.963,91.549,87.145,80.2405,75.0215,68.6175,62.667,56.648,51.39,46.1315,39.641,33.83,30.521,27.771,24.2175,20.787,17.3245,14.3925,11.9145,9.499,7.2815,5.442,3.9075,2.7455,1.9185,1.3485,0.907,0.549,0.336,0.192,0.116,0.075,0.0415,0.036
10681,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1970.0,148.084,149.1135,146.2425,137.48,129.784,126.9365,126.2835,125.008,128.274,136.2225,141.0565,146.126,153.033,167.901,187.3485,201.541,199.1015,180.6175,170.6225,172.2255,170.7255,166.982,163.12,150.194,139.737,148.484,151.652,147.269,144.405,142.3295,140.21,135.452,133.7245,131.6465,133.349,136.165,138.4655,141.153,141.496,145.7685,147.883,146.1535,144.7085,144.997,150.125,146.398,144.3675,148.8405,148.5425,145.461,134.5665,97.4635,69.101,70.023,82.312,114.222,133.748,134.8555,132.2455,128.737,127.576,123.228,117.5925,111.326,104.346,99.191,97.6935,96.4525,91.744,88.181,83.558,76.621,71.3055,64.8885,58.8905,52.9055,47.635,42.4155,36.1025,30.526,27.2965,24.501,21.0865,17.8375,14.6525,11.868,9.715,7.591,5.685,4.166,2.931,1.994,1.381,0.958,0.597,0.348,0.2285,0.116,0.073,0.042,0.04
10682,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1971.0,146.3835,147.5715,148.9735,146.1715,137.502,129.8795,127.119,126.4645,125.085,128.252,136.1605,140.964,146.022,152.929,167.7815,187.125,201.1385,198.5685,180.036,170.189,171.9545,170.4355,166.6445,162.7525,149.838,139.3935,148.145,151.357,146.9675,144.093,142.096,139.9655,135.204,133.471,131.415,133.0595,135.8675,138.1895,140.8405,141.1645,145.3775,147.449,145.692,144.175,144.43,149.5385,145.7565,143.7045,148.1285,147.7965,144.667,133.7405,96.781,68.561,69.455,81.6195,113.133,132.364,133.346,130.544,126.92,125.518,121.106,115.251,108.857,101.751,96.462,94.7125,93.221,88.3415,84.552,79.764,72.8155,67.4535,60.983,54.9315,49.0295,43.7935,38.6215,32.546,27.5805,24.0995,21.3445,18.112,15.0945,12.1355,9.689,7.7385,5.9415,4.3355,3.139,2.138,1.4335,0.9765,0.6465,0.374,0.2335,0.1405,0.073,0.0385,0.0415
10683,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1972.0,147.214,145.9655,147.5285,148.92,146.134,137.5305,129.987,127.303,126.6565,125.159,128.2415,136.095,140.875,145.9165,152.826,167.6445,186.891,200.7305,198.004,179.44,169.7655,171.678,170.1485,166.2945,162.372,149.4945,139.0415,147.7895,151.081,146.6455,143.7935,141.84,139.701,134.941,133.223,131.1515,132.744,135.54,137.899,140.479,140.778,144.976,146.9695,145.17,143.6005,143.828,148.8765,145.0345,142.956,147.337,147.0105,143.798,132.801,96.061,67.9675,68.852,80.8325,111.9305,130.866,131.64,128.7445,124.978,123.312,118.77,112.767,106.257,99.061,93.614,91.6565,89.824,84.805,80.8025,75.851,68.9925,63.5245,57.0055,50.957,45.189,40.0045,34.9785,29.3835,24.432,21.1055,18.3455,15.3785,12.6345,9.9575,7.7985,6.108,4.592,3.2835,2.329,1.553,0.994,0.6745,0.4285,0.2435,0.1465,0.083,0.0395,0.043
10684,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1973.0,150.036,146.828,145.9255,147.5455,148.883,146.1115,137.5705,130.11,127.502,126.852,125.245,128.23,136.04,140.777,145.8095,152.7045,167.5085,186.652,200.2995,197.409,178.8635,169.3505,171.3995,169.874,165.957,162.0135,149.1435,138.697,147.447,150.7755,146.3155,143.4655,141.592,139.437,134.6765,132.9615,130.8755,132.403,135.2115,137.5685,140.0905,140.3925,144.5205,146.47,144.6315,142.9635,143.1745,148.139,144.271,142.1535,146.513,146.1435,142.8345,131.861,95.2425,67.355,68.179,80.0165,110.629,129.192,129.845,126.813,122.806,120.9925,116.3865,110.1585,103.54,96.178,90.6335,88.3725,86.3225,81.253,76.9765,71.858,65.088,59.5015,52.9815,47.0125,41.3615,36.3595,31.4935,26.036,21.3865,18.149,15.5855,12.879,10.37,8.0305,6.1625,4.712,3.4945,2.427,1.6805,1.074,0.69,0.449,0.2845,0.1485,0.086,0.0455,0.0455
10685,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1974.0,165.8855,149.756,146.76,145.9525,147.57,148.8645,146.0945,137.615,130.237,127.6995,127.0545,125.3325,128.223,135.967,140.677,145.6785,152.579,167.356,186.37,199.8285,196.8245,178.2845,168.9245,171.1215,169.5965,165.634,161.644,148.8065,138.346,147.0865,150.471,145.969,143.1395,141.316,139.1455,134.3885,132.678,130.6005,132.0365,134.8555,137.2065,139.6695,139.9275,144.0355,145.926,144.0005,142.2875,142.442,147.3285,143.4305,141.2785,145.5955,145.141,141.8455,130.7785,94.347,66.695,67.46,79.0615,109.153,127.42,127.796,124.609,120.491,118.542,113.7335,107.28,100.6105,93.1235,87.3345,84.9265,82.652,77.405,72.8875,67.6915,60.95,55.356,48.8685,43.032,37.621,33.0295,27.9235,22.7505,18.489,15.383,13.082,10.5905,8.3565,6.358,4.7355,3.5725,2.5735,1.7575,1.174,0.745,0.466,0.2925,0.1735,0.0895,0.047,0.0495
10686,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1975.0,184.3385,165.484,149.8165,146.7665,145.997,147.614,148.856,146.0735,137.6695,130.362,127.9,127.2545,125.414,128.208,135.8965,140.5555,145.5385,152.432,167.1585,186.071,199.357,196.229,177.6975,168.4875,170.845,169.311,165.3,161.2835,148.4625,137.9945,146.7325,150.1375,145.6165,142.79,141.004,138.8475,134.0805,132.388,130.267,131.652,134.451,136.793,139.19,139.417,143.5015,145.285,143.3035,141.5095,141.6275,146.412,142.4695,140.3105,144.528,144.0405,140.674,129.548,93.4125,65.9685,66.6125,78.0385,107.606,125.39,125.5345,122.221,117.97,115.846,110.7765,104.2835,97.4405,89.7415,83.9195,81.2325,78.6435,73.36,68.592,63.3365,56.6925,51.0875,44.6885,39.0675,33.9005,29.2375,24.4065,19.6555,15.6895,12.875,10.7765,8.491,6.6125,4.8875,3.5605,2.617,1.8715,1.2285,0.8125,0.508,0.2945,0.1865,0.1075,0.052,0.055
10687,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,1976.0,184.3805,183.7525,165.483,149.94,146.802,146.0535,147.6705,148.852,146.0715,137.7265,130.4965,128.105,127.451,125.504,128.1765,135.823,140.419,145.3875,152.257,166.953,185.7715,198.8725,195.642,177.121,168.0665,170.5715,169.023,164.9725,160.914,148.112,137.6185,146.347,149.8225,145.2335,142.429,140.6895,138.5395,133.739,132.0525,129.89,131.2035,134.035,136.345,138.665,138.8675,142.864,144.5735,142.5325,140.675,140.6925,145.4095,141.43,139.2115,143.32,142.8125,139.3665,128.204,92.3815,65.128,65.7255,76.904,105.866,123.1655,123.0845,119.637,115.2465,112.8115,107.6255,100.9515,93.9275,86.1815,80.249,77.236,74.461,68.9495,64.094,58.795,52.2535,46.6685,40.53,34.8985,29.9615,25.5495,20.994,16.659,13.031,10.5925,8.603,6.7235,5.0675,3.6945,2.5935,1.895,1.3185,0.8395,0.5275,0.3255,0.184,0.1115,0.0645,0.0625
