Index,Variant,"Region, subregion, country or area *",Notes,Location code,ISO3 Alpha-code,ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100+
12724,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,1997.0,109.9255,107.9825,107.934,108.0445,107.9025,107.169,104.3125,104.87,108.684,111.191,113.7935,119.595,125.734,134.2135,142.7645,150.631,158.23,161.9985,159.576,158.64,159.8375,163.269,165.8125,166.4845,165.478,168.941,173.9405,177.056,178.262,179.3765,176.922,172.646,169.3765,164.9685,159.982,157.622,155.113,155.7875,156.849,156.98,156.945,157.7435,154.385,147.5215,140.6435,137.8475,137.3755,138.8125,140.519,140.529,139.6045,137.1235,129.452,118.895,108.852,105.924,110.1115,115.262,121.7225,124.887,126.257,127.479,128.3915,129.969,130.9555,129.7465,126.398,122.673,117.465,112.347,107.025,99.1605,90.716,82.618,76.104,69.892,64.1445,59.4175,54.7735,50.7005,47.8575,44.233,41.328,38.307,35.166,31.4755,27.214,23.1255,19.4205,16.158,13.048,10.248,7.9905,6.2555,4.7895,3.4455,2.3195,1.582,1.1185,0.7415,1.1655
12725,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,1998.0,108.563,107.4045,107.742,107.989,107.8275,107.7445,106.7595,104.123,103.6875,108.4045,111.278,115.624,120.079,127.489,136.5885,145.7235,152.591,160.0715,162.855,161.1075,159.5945,162.433,167.01,169.435,167.339,167.695,170.857,176.3005,178.8435,179.012,179.8555,178.012,174.087,170.122,164.8285,161.6615,159.4765,157.41,157.435,157.9585,157.2885,160.2695,160.5085,154.9695,146.146,140.394,138.7635,138.647,139.333,139.9955,140.539,142.237,137.898,127.3545,115.122,106.771,104.8985,108.729,115.877,120.1495,123.674,126.034,127.3485,128.855,130.0085,129.741,128.1255,125.074,118.878,114.5055,111.3485,104.053,95.6525,87.473,80.287,73.7645,67.598,61.8075,56.085,51.46,48.516,43.9255,40.2755,37.3125,34.4635,31.4135,27.7565,23.78,19.828,16.5635,13.6025,10.7575,8.3085,6.3805,4.8895,3.6495,2.561,1.684,1.12,0.772,1.234
12726,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,1999.0,107.3575,106.446,107.394,107.761,107.73,107.682,107.4375,106.875,102.581,102.661,108.262,113.4345,116.243,121.8525,129.8055,139.4445,147.8235,154.564,160.8705,164.3875,161.9365,162.095,166.1745,170.671,170.042,169.4525,169.5055,172.9375,177.627,179.1365,179.231,180.5625,179.2235,174.692,169.8905,166.3455,163.036,161.111,158.6435,158.351,158.017,160.391,162.9425,161.171,153.5265,145.57,140.8655,139.5225,138.82,138.82,139.9125,143.313,143.174,135.7525,123.369,113.175,105.809,103.187,109.24,114.3065,118.9265,123.5755,125.9935,127.9675,129.056,128.7055,128.045,126.8685,121.279,115.9725,113.5625,108.15,100.264,92.2605,85.163,77.847,71.388,65.176,58.374,52.726,49.3175,44.5155,39.991,36.3495,33.5395,30.7325,27.6465,24.217,20.3505,16.856,13.896,11.1905,8.7135,6.615,4.9595,3.709,2.7045,1.8525,1.187,0.7685,1.288
12727,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2000.0,107.346,105.657,106.682,107.372,107.4475,107.599,107.3995,107.625,105.4955,101.157,101.79,110.5745,114.213,118.074,124.1085,132.5235,141.5145,149.8985,155.36,162.371,165.1015,164.3795,165.7715,169.77,170.9735,171.986,171.134,171.328,173.8505,177.5385,179.193,179.465,181.3935,179.647,174.2805,171.2005,167.314,164.0125,161.699,159.1995,158.1325,160.8405,162.7555,163.4105,159.49,152.623,145.736,141.0375,139.098,138.3045,138.771,142.6515,144.1015,140.792,131.451,121.447,112.5415,104.095,103.549,107.538,112.9945,118.8915,123.6795,126.921,128.363,127.7515,126.944,126.7185,123.045,118.53,115.151,110.2655,104.0865,96.7235,90.002,82.671,75.4525,68.856,61.596,54.947,50.6205,45.274,40.5495,36.122,32.681,29.871,27.005,24.0885,20.7095,17.2845,14.1005,11.4,9.0565,6.939,5.131,3.747,2.7425,1.9565,1.304,0.812,1.314
12728,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2001.0,107.379,106.062,106.1635,106.6385,107.0135,107.348,107.3465,107.5775,106.2215,104.182,99.959,103.8425,111.302,116.144,120.3585,126.7165,134.504,143.552,150.703,156.889,162.9525,167.536,168.027,169.2255,169.6,172.6125,173.436,172.707,171.8755,173.3775,177.507,179.025,179.833,181.4715,178.9575,175.25,171.709,167.713,163.9495,161.6945,158.4695,160.6465,162.8745,162.8345,161.235,158.0695,152.504,145.498,139.986,138.345,138.299,141.623,143.187,141.2095,135.9875,129.5105,121.1055,111.0355,104.623,101.713,105.9865,112.95,119.127,124.9985,127.6535,127.1105,126.0135,125.576,122.748,120.5235,117.97,111.8945,106.073,100.4555,94.552,87.537,80.326,72.8955,65.141,58.099,52.9285,46.538,41.3195,36.71,32.5375,29.141,26.2565,23.5475,20.6265,17.615,14.4805,11.5635,9.2295,7.2335,5.407,3.888,2.775,1.9925,1.384,0.8965,1.363
12729,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2002.0,106.921,106.241,106.82,106.2385,106.288,106.8665,107.1425,107.4805,106.2225,104.933,103.2095,101.6275,104.272,113.217,118.5665,122.863,128.698,136.5035,144.325,152.3585,157.33,165.2955,171.0435,171.409,168.6175,170.887,173.763,174.7715,173.007,171.0725,173.286,177.118,178.813,179.6705,180.4615,179.625,175.2635,171.6785,167.1315,163.324,160.405,160.49,162.256,162.7485,160.217,159.2585,157.51,152.005,144.0305,138.8665,138.148,141.073,142.0955,140.1145,135.999,133.8175,129.226,119.7725,111.887,103.0005,100.072,105.504,113.189,120.887,126.238,126.433,125.3175,124.7195,121.4615,120.5045,120.5215,114.5335,107.6685,102.447,98.415,92.118,85.2445,77.8045,69.053,61.548,56.195,48.7595,42.5825,37.518,33.1545,29.091,25.66,22.924,20.2,17.58,14.7965,11.9085,9.3725,7.383,5.662,4.119,2.8915,2.0225,1.4165,0.9595,1.4585
12730,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2003.0,106.538,105.7165,106.9485,107.158,106.0545,106.107,106.6625,107.187,106.2615,105.0935,104.058,104.442,101.825,105.9685,115.6895,120.9765,124.8845,130.7245,137.29,146.1205,152.724,159.4855,168.4705,174.241,170.5355,169.7645,171.6815,174.896,175.007,171.9625,170.933,172.706,176.266,178.487,178.48,180.865,179.2165,174.9295,170.7325,165.947,161.61,161.8835,161.362,161.9685,160.0685,157.969,158.18,156.66,150.294,142.6515,138.3675,140.3965,141.355,139.4395,135.149,133.565,133.126,127.8625,120.898,110.492,101.7215,99.01,105.276,115.291,122.779,125.094,124.45,124.006,120.408,119.5825,121.2985,116.7595,109.9905,104.0285,100.5835,95.9795,89.77,82.684,73.7515,65.3065,59.682,51.7905,44.6785,38.694,33.9045,29.647,25.6045,22.375,19.6235,17.1915,14.745,12.1525,9.632,7.4655,5.7575,4.31,3.061,2.1,1.4315,0.9805,1.5555
12731,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2004.0,106.4265,105.3735,106.1715,107.2405,107.264,106.007,105.9125,106.608,106.0905,105.3745,104.453,104.738,104.3825,103.422,108.26,117.918,123.077,126.973,131.586,139.1965,146.425,154.7505,162.2145,171.262,173.0195,171.713,170.307,172.5575,175.108,173.8345,171.8625,170.161,171.301,175.6775,177.142,178.792,180.0805,178.74,173.787,169.1515,163.829,162.6465,161.967,160.6245,159.2835,157.87,156.594,156.94,154.622,148.824,141.9995,139.941,140.0835,138.855,135.2245,132.983,132.382,131.303,129.117,119.5195,109.64,100.593,98.223,107.1845,117.7575,121.861,122.993,122.999,119.459,118.9215,121.3085,117.4975,111.793,106.1045,102.388,98.227,93.6095,87.1365,78.4065,69.8875,63.5095,55.0395,47.536,40.672,35.011,30.341,26.106,22.332,19.148,16.686,14.418,12.1045,9.825,7.6715,5.8095,4.377,3.2075,2.227,1.4875,0.99,1.6325
12732,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2005.0,107.016,105.385,105.698,106.1735,107.3195,107.467,105.99,105.7845,105.606,105.4115,105.0445,104.773,104.3385,105.84,105.6125,110.161,120.0175,125.312,127.9455,133.685,139.4675,148.3845,157.075,164.499,169.4965,174.058,172.156,171.0305,172.6535,173.8925,173.939,171.016,168.247,170.4915,174.113,177.4515,177.804,179.5475,177.501,171.9705,166.771,164.515,162.1155,160.779,157.6605,157.1475,156.5595,155.2135,154.5295,152.971,148.196,143.06,138.898,137.347,135.152,133.802,131.7945,130.091,132.211,127.6035,118.9715,108.5565,99.7945,99.7305,109.66,117.071,119.843,121.488,118.1545,118.3195,121.591,117.6195,112.38,107.596,104.4885,100.1685,95.9455,90.941,82.647,74.4575,68.247,58.6895,50.63,43.414,36.909,31.3985,26.768,22.8115,19.163,16.315,14.0135,11.8595,9.806,7.848,5.9905,4.4295,3.2715,2.3475,1.589,1.0345,1.6975
12733,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2006.0,108.081,106.1215,105.665,105.524,106.0005,107.4705,107.7565,105.9205,104.868,105.093,105.3635,105.0825,104.1925,105.4965,107.9185,107.2715,112.054,122.2995,126.45,130.2665,134.0205,141.38,150.327,158.91,162.117,170.188,174.3135,172.911,171.16,171.3385,174.209,173.1545,168.6785,167.235,168.741,174.3235,176.2975,177.2915,178.219,175.583,169.4885,167.282,163.4225,160.6235,157.541,155.326,155.921,155.3645,152.677,152.672,152.299,148.961,141.4065,135.855,133.786,134.3125,133.0795,129.5395,130.527,130.0875,127.205,117.7695,107.815,101.426,101.945,108.753,115.146,118.446,116.359,117.2685,121.898,117.962,112.4965,108.09,105.9025,102.2,97.9285,93.2865,86.2335,78.533,73.013,63.188,54.1005,46.3215,39.47,33.157,27.71,23.4015,19.598,16.343,13.7085,11.5185,9.609,7.833,6.132,4.58,3.3175,2.401,1.6815,1.1105,1.7705
12734,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2007.0,109.102,107.3895,106.412,105.409,105.2335,105.8855,107.7735,107.884,105.258,104.5245,105.3175,105.0925,104.4085,105.205,107.2685,109.2675,109.056,114.12,123.5065,129.0305,130.708,135.911,142.945,151.777,155.9595,162.426,170.04,174.944,173.229,169.8425,171.7805,173.519,170.458,167.5095,165.32,168.8425,172.901,175.8065,176.0135,176.244,173.118,169.993,165.7625,161.6565,157.2435,155.008,153.9005,154.948,152.99,150.872,151.9025,152.7085,146.849,138.109,132.3995,133.1515,133.868,131.2485,129.8775,127.765,129.3735,125.641,116.933,109.883,103.882,100.623,106.463,113.8175,113.157,115.7195,121.638,118.2445,112.771,108.1695,106.4845,103.406,99.739,95.2175,88.3725,81.8815,77.1635,67.579,58.302,49.522,42.084,35.438,29.222,24.1705,20.0525,16.671,13.698,11.223,9.287,7.6375,6.09,4.6625,3.4155,2.425,1.713,1.1715,1.857
12735,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2008.0,110.7895,108.6385,107.7235,106.1065,105.088,104.9765,105.981,107.8015,107.5975,105.269,105.04,104.7355,104.311,105.411,106.828,108.164,110.883,111.007,115.1385,126.296,129.627,132.62,137.2375,144.01,148.4045,155.8685,161.816,170.2815,175.31,172.0465,170.55,171.074,170.483,169.2625,165.5045,165.3265,167.188,172.3655,174.591,174.1245,173.831,173.775,168.2455,163.843,158.138,154.6565,153.4185,152.9205,152.765,151.535,150.278,151.9115,150.04,143.485,134.7785,131.8515,132.628,132.2745,131.946,127.023,126.7085,126.9875,124.5505,119.503,113.0265,102.6695,97.895,104.8115,108.4675,112.939,120.8965,117.9185,112.9695,108.4655,106.8475,104.0615,100.7315,96.869,90.1905,83.935,80.6315,71.3915,62.4385,53.5,45.0645,37.8095,31.2505,25.5,20.7,17.05,13.9755,11.2165,9.0445,7.369,5.9335,4.628,3.475,2.4975,1.732,1.1955,1.9565
12736,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2009.0,111.981,110.5935,109.05,107.407,105.7655,104.7545,104.98,105.678,107.5895,108.09,106.234,104.1615,103.813,105.3135,107.0375,107.4695,109.4455,112.7085,111.915,117.9025,126.927,131.6825,133.776,138.045,140.324,147.9745,154.8345,161.6525,170.4445,174.116,173.136,169.9385,167.608,169.319,167.243,165.519,163.47,166.6715,171.1785,172.833,171.9215,174.6865,171.906,166.3275,160.2885,155.5155,153.0015,152.409,150.712,151.678,151.4195,150.0755,148.6625,146.51,140.3965,134.416,131.1575,130.9725,133.2845,129.423,126.0985,123.5115,125.1535,127.5325,123.5225,112.044,99.999,95.832,99.136,108.693,119.0995,117.2,112.54,108.6855,107.476,104.674,101.446,97.728,91.576,85.7895,83.001,74.644,66.07,57.4555,48.8815,40.613,33.3995,27.346,21.8945,17.635,14.3365,11.4875,9.0775,7.206,5.7415,4.5285,3.467,2.556,1.7985,1.221,2.053
12737,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2010.0,110.2215,112.1615,111.1385,108.743,107.0725,105.4215,104.741,104.4975,105.3225,108.246,109.6235,105.2275,103.081,104.7645,106.949,107.528,108.602,110.971,113.4575,114.698,118.2865,129.0405,132.7335,134.4125,134.1135,139.6655,146.5685,154.2915,161.541,168.9985,175.484,172.7695,166.1735,166.351,167.2905,167.3255,163.5225,162.954,165.525,169.4895,170.8525,173.0255,172.716,170.1185,162.8775,157.736,153.782,152.058,150.156,149.769,152.0405,151.3065,146.5505,144.9185,143.597,140.403,133.6165,129.339,131.932,130.885,129.0015,122.5725,120.939,128.0885,132.3705,122.6265,109.323,97.981,89.9655,99.3465,115.816,115.565,111.7515,108.18,107.927,105.498,102.186,98.4165,92.1485,87.022,85.148,76.8275,69.116,60.841,52.585,44.161,35.937,29.233,23.4945,18.6615,14.8305,11.7875,9.307,7.2425,5.62,4.384,3.397,2.554,1.8445,1.2725,2.1305
12738,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2011.0,105.693,110.799,112.9015,110.902,108.4505,106.753,105.4415,104.163,104.1435,105.915,110.0805,108.5835,104.141,103.9865,106.382,107.2785,108.628,109.9885,111.398,116.1955,114.9135,120.1435,129.9085,133.2675,130.2875,133.287,137.967,145.6705,153.9805,159.811,170.38,175.1985,168.8315,164.8815,164.2175,167.43,165.2445,163.0465,161.777,163.9225,167.6475,172.2295,171.109,171.1145,166.8645,160.504,156.093,152.935,149.8475,149.329,150.424,152.06,147.7595,142.869,142.156,143.935,139.671,131.6645,130.0795,129.292,130.8355,125.4855,119.785,123.575,133.2835,131.3845,119.6225,107.309,92.3225,89.9485,106.8985,112.462,110.1385,107.354,107.572,106.0515,103.0885,99.166,92.7285,87.397,86.539,78.7685,71.123,63.634,55.6565,47.514,39.102,31.461,25.08,20.0065,15.679,12.162,9.5295,7.4155,5.6465,4.29,3.2835,2.5005,1.842,1.3045,2.205
12739,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2012.0,100.096,106.5665,111.827,112.8455,110.634,108.134,106.831,104.854,103.807,104.7345,107.672,109.079,107.5795,105.054,105.515,106.6675,108.3305,109.947,110.3275,113.756,116.4215,116.5165,120.708,130.242,129.2645,129.1645,131.3885,136.894,144.9685,152.0545,160.975,170.075,171.047,167.7035,162.639,164.2665,165.492,164.658,161.9655,160.1685,162.227,169.0945,170.618,169.6685,168.019,164.826,158.945,155.495,150.784,149.0855,150.0385,150.6175,148.59,144.1665,140.3695,142.6565,143.415,137.8025,132.114,127.2125,129.153,127.444,122.635,122.063,128.4815,132.1725,128.0845,117.3615,101.472,91.988,96.7965,103.959,107.125,105.7,106.749,105.7365,103.66,100.088,93.28,87.757,86.7335,79.9765,72.783,65.371,58.0965,50.186,41.9695,34.1665,26.937,21.276,16.7535,12.802,9.7615,7.54,5.747,4.2845,3.1925,2.4025,1.793,1.295,2.2465
12740,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2013.0,94.9345,101.1665,107.8055,112.0355,112.6225,110.2755,108.2315,106.2855,104.481,104.3205,106.3055,106.7835,108.2145,108.4835,106.471,105.8225,107.7405,109.5265,110.279,112.3485,113.8635,117.926,116.925,120.7175,126.4225,127.9975,126.922,130.335,135.7785,142.7815,152.996,160.612,165.798,170.137,165.447,162.472,162.5245,164.765,163.5805,160.3755,158.535,163.5785,167.7985,169.463,166.6925,166.3425,163.332,158.617,153.5595,150.0385,149.6695,150.4635,147.4575,144.9725,141.793,140.915,142.4115,141.8755,138.146,129.091,126.8715,125.921,124.561,124.5825,126.3255,127.47,128.872,125.6215,111.1475,100.7595,97.5755,94.4845,99.1385,102.7535,105.0955,105.008,103.5065,100.918,94.158,88.1405,86.8955,80.364,73.9745,66.9045,59.7245,52.473,44.424,36.713,29.3385,22.9225,17.859,13.7195,10.2995,7.719,5.8415,4.37,3.197,2.3405,1.7265,1.264,2.2625
12741,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2014.0,91.308,96.224,102.503,108.255,111.931,112.2365,110.303,107.7045,105.9765,104.9575,105.649,105.4435,106.125,109.1795,109.8155,106.7515,106.9895,108.8845,109.7505,112.079,112.409,115.1495,118.2775,116.797,116.9185,125.1795,125.543,125.7435,129.0555,133.365,143.351,152.5915,156.248,165.0985,167.843,165.143,160.8035,161.7305,163.6765,161.889,158.8865,159.76,162.459,166.922,166.693,165.3025,164.9255,163.209,156.8515,152.949,150.4865,150.1055,147.7525,144.02,142.6735,142.2045,140.841,141.2645,142.3555,134.9925,128.601,123.771,123.028,126.46,128.227,125.2715,124.5205,126.4805,119.0965,110.183,105.801,95.4035,90.441,95.219,102.2315,103.435,102.954,101.1405,95.1055,88.956,87.231,80.837,74.6085,68.132,61.196,54.0815,46.6565,39.015,31.611,25.0885,19.363,14.7025,11.112,8.193,5.9975,4.4605,3.2815,2.36,1.695,1.227,2.2605
12742,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2015.0,89.759,92.7825,97.674,103.0665,108.2475,111.6275,112.2255,109.7385,107.4365,106.493,106.1055,104.7455,104.8875,107.159,110.4725,110.0365,107.961,108.1555,109.07,111.2735,112.178,113.531,115.3495,118.1405,113.1995,115.5845,122.6165,124.3605,124.1495,126.579,133.5465,142.818,148.174,155.7085,162.822,167.4665,163.6155,159.828,160.6215,161.8675,160.3825,160.053,158.725,161.728,164.331,165.7035,163.8535,164.951,161.615,156.315,153.3155,150.844,147.6215,144.546,141.9515,142.914,142.0915,139.9665,141.8545,139.231,134.422,125.588,120.78,124.733,129.7795,126.924,122.487,122.397,119.8735,117.806,115.2125,103.3225,91.5505,87.0475,94.969,100.566,101.3435,100.7185,95.2775,89.6985,87.8525,81.163,75.06,68.704,62.1775,55.2655,48.0455,40.9355,33.5225,26.9285,21.157,15.915,11.864,8.8065,6.3365,4.539,3.319,2.4025,1.694,1.1945,2.1955
12743,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2016.0,89.203,91.407,94.328,98.3535,103.1015,108.0205,111.692,111.6585,109.4715,107.947,107.539,105.208,104.197,105.9135,108.4015,110.7335,111.2535,109.1305,108.341,110.3985,111.296,113.2475,113.6495,115.081,114.825,111.898,112.7905,121.551,122.5765,121.4625,126.62,132.8635,138.2675,147.791,153.483,162.3985,166.109,162.506,158.597,158.7365,160.333,161.425,159.14,158.095,159.296,163.747,164.3335,163.98,163.546,161.1825,156.627,153.727,148.469,144.498,142.7475,142.2265,142.717,141.3165,140.577,138.8495,138.8345,131.6125,122.547,122.103,127.7445,128.433,124.1595,120.546,116.261,118.4795,122.887,112.4875,99.1485,88.248,87.1025,93.662,98.5615,99.283,94.875,89.8175,88.5695,81.8935,75.4085,69.1815,62.775,56.16,49.13,42.2035,35.2425,28.587,22.7375,17.4335,12.875,9.41,6.826,4.805,3.3715,2.424,1.7225,1.194,2.118
12744,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2017.0,87.7105,91.0655,93.073,95.177,98.433,102.8875,108.1455,111.229,111.4185,109.9275,108.846,106.716,104.7215,105.165,107.099,108.7155,112.0665,112.363,109.295,109.54,110.433,112.208,113.3695,113.3145,111.974,113.6445,109.055,111.696,119.6845,119.817,121.2405,125.941,128.244,137.937,145.617,153.0035,161.304,164.923,161.2855,156.5855,157.217,161.2445,160.5275,158.64,155.773,158.9765,162.467,164.675,162.654,163.1835,161.4645,157.135,151.553,145.352,142.833,143.071,142.1745,142.0095,141.815,137.6255,138.6615,136.412,128.616,123.5625,124.511,126.3265,125.778,122.2965,114.909,114.9395,123.715,119.9115,107.895,95.4925,88.0905,86.2175,92.103,96.7435,93.433,89.3755,88.7275,82.8075,76.201,69.5285,63.276,56.824,50.011,43.2015,36.3905,30.1305,24.213,18.7555,14.13,10.239,7.302,5.1885,3.578,2.461,1.7365,1.2145,2.0605
12745,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2018.0,85.1905,89.7085,92.861,94.083,95.307,98.218,102.982,107.752,111.0865,111.8925,110.6075,108.0435,106.359,105.65,106.244,107.366,110.208,113.1825,112.472,110.3555,109.6445,111.2575,112.186,113.0345,110.514,110.824,110.837,108.0885,109.644,116.9305,119.4715,120.399,121.4815,127.9585,135.762,145.1005,152.21,160.1,163.747,159.186,154.979,158.0355,160.359,160.0815,156.398,155.645,157.6615,163.0095,163.5255,162.29,163.3855,162.111,155.097,148.493,143.746,143.07,143.2185,141.7375,142.3365,138.7655,137.5495,136.621,133.59,129.4795,125.372,122.9315,123.7835,124.1185,116.964,113.5425,120.14,120.8005,114.9285,103.833,95.0385,87.093,85.136,90.8345,90.954,87.877,88.3055,83.2185,77.2395,70.366,63.61,57.385,50.7695,44.0925,37.325,31.2035,25.651,20.046,15.227,11.279,7.9815,5.5655,3.8795,2.6235,1.764,1.224,2.037
12746,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2019.0,82.872,87.1685,91.5495,93.9825,94.251,95.09,98.2705,102.6255,107.6735,111.7,112.3905,109.75,107.7835,107.3015,106.622,106.408,108.9285,111.393,113.301,113.3705,110.509,110.461,111.1505,111.746,110.541,109.4655,107.971,110.111,106.064,106.7525,116.6365,118.6525,115.927,121.4,125.79,135.1345,144.558,151.004,159.008,161.601,157.578,155.606,157.22,159.9645,157.7645,156.495,154.2805,158.2795,162.02,163.301,162.325,164.0965,160.2345,152.033,147.024,143.8365,143.2165,143.1045,142.0535,139.087,138.663,135.8085,133.9555,134.605,130.91,123.69,120.441,122.252,119.075,115.4355,118.3275,117.59,115.712,110.464,103.2705,93.764,85.9405,84.4915,85.545,85.444,86.807,83.0815,77.8745,71.5225,64.512,57.801,51.442,44.966,38.248,32.125,26.725,21.367,16.3485,12.1955,8.832,6.122,4.184,2.864,1.895,1.2485,2.044
12747,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2020.0,81.6405,84.742,88.9185,92.702,94.1655,94.0645,95.131,97.9505,102.5745,108.337,112.1545,111.505,109.526,108.724,108.224,106.7105,107.943,110.1015,111.557,114.073,113.5405,111.2895,110.3785,110.6765,109.3705,109.641,106.68,107.365,108.177,103.246,106.4075,115.983,114.2995,115.9415,119.3825,125.077,134.735,143.339,150.0095,156.905,160.0135,158.046,154.7825,156.926,157.5705,158.0115,155.0985,154.881,157.313,161.8715,163.2395,162.9405,162.3545,157.113,150.635,147.0475,143.8725,143.217,143.4145,138.7875,138.858,137.047,133.2155,135.113,135.9125,129.131,121.2565,118.9045,117.483,117.562,119.8675,116.028,112.7835,111.179,109.9,101.842,92.285,85.219,79.701,80.2505,84.244,81.6985,77.793,72.1035,65.5575,58.5325,51.7095,45.431,38.9,32.8335,27.48,22.2245,17.393,13.0495,9.499,6.754,4.5935,3.08,2.0675,1.3405,2.085
12748,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2021.0,80.566,83.391,86.3635,90.003,92.907,93.997,94.1085,94.814,97.907,103.178,108.7705,111.277,111.293,110.4525,109.614,108.325,108.183,109.0665,110.2385,112.3015,114.234,114.292,111.2205,109.92,108.421,108.4865,107.0265,106.115,105.552,105.5145,102.9,105.7655,111.884,114.292,114.05,118.721,124.6765,133.5765,142.3785,148.026,155.41,160.3765,157.2475,154.474,154.642,157.775,156.619,155.617,153.961,157.1055,161.765,163.732,161.243,159.208,155.7025,150.6285,146.9795,143.771,143.4515,140.2155,138.4405,137.1585,134.44,134.2115,136.3245,134.041,126.6365,119.6665,114.3375,116.0315,121.8705,117.5595,111.45,108.4265,110.6545,108.2855,100.045,91.1305,80.4455,74.748,79.0225,79.262,76.4835,71.9995,65.988,59.306,52.112,45.373,39.017,33.1555,27.9165,22.7355,17.993,13.8095,10.091,7.2045,5.039,3.366,2.213,1.459,2.183
12749,Estimates,Italy,,380,ITA,IT,380.0,Country/Area,925,1950.0,872.519,888.0145,905.501,896.946,804.798,722.483,735.7185,758.4855,774.7765,826.4255,868.36,865.0665,835.9635,800.8695,804.7145,811.71,804.0355,797.3305,802.5015,826.44,824.8875,802.7925,799.094,796.8955,791.936,786.734,782.8325,782.525,775.2115,762.0635,646.9515,467.604,424.0675,489.4305,606.768,684.2765,703.911,707.1885,686.368,679.17,681.5535,667.9165,641.909,615.9875,600.683,584.8105,560.219,543.5355,532.9465,522.9585,512.5555,492.918,479.6945,466.753,446.874,430.4705,421.3185,414.1645,403.406,390.9415,385.2035,380.4155,369.056,351.438,336.8815,328.7365,312.388,295.5325,281.5585,260.743,244.214,231.9665,219.296,211.6905,198.9875,171.902,148.9485,135.5615,121.5635,106.2985,92.898,77.7005,64.493,56.9085,47.683,37.8615,30.1695,22.8795,16.567,12.004,8.656,6.063,4.07,2.6415,1.6565,0.9775,0.5845,0.3585,0.2025,0.108,0.092
12750,Estimates,Italy,,380,ITA,IT,380.0,Country/Area,925,1951.0,839.6745,846.264,878.303,898.8045,891.34,805.146,730.139,744.487,760.233,772.798,828.2165,865.7735,862.113,833.625,798.905,803.241,808,801.5275,792.7065,798.4455,822.7225,821.019,795.76,792.207,787.916,784.474,779.5335,776.7395,774.832,768.039,753.2725,647.5895,453.0855,421.121,484.771,603.036,680.9445,702.8585,710.7725,690.1335,685.123,683.1665,666.2405,639.565,614.3675,598.915,583.3585,558.67,540.4585,530.8255,520.7345,510.2105,489.304,476.1835,462.5705,442.9255,427.007,416.1205,409.473,398.7245,386.3605,379.28,374.9125,362.8095,344.6475,328.878,321.216,304.049,286.6,272.1495,250.7175,234.0235,220.364,207.721,199.1695,185.6995,158.893,137.446,123.5765,109.868,93.4895,81.824,67.4735,55.273,47.8965,39.5325,30.8115,24.0485,17.928,12.7365,8.9895,6.327,4.3655,2.8265,1.7925,1.1,0.635,0.372,0.219,0.121,0.105
